Wavelength (nm),z
292.7200012,-0.02727964
292.539978,-0.030172445
292.3599854,-0.029451653
292.1799927,-0.028708566
292,-0.028405121
291.8199768,-0.029498938
291.6399841,-0.029214641
291.4599915,-0.030393934
291.2799988,-0.02831088
291.0999756,-0.027575508
290.9199829,-0.028922718
290.7399902,-0.029451078
290.5599976,-0.030895846
290.3799744,-0.028897112
290.1999817,-0.02784072
290.019989,-0.030494718
289.8399963,-0.029104605
289.6600037,-0.028628819
289.4799805,-0.029978672
289.2999878,-0.031395175
289.1199951,-0.028814018
288.9400024,-0.029942043
288.7599792,-0.027749557
288.5799866,-0.029759685
288.3999939,-0.028606215
288.2200012,-0.028333437
288.039978,-0.028847769
287.8599854,-0.028049596
287.6799927,-0.030421104
287.5,-0.030279677
287.3199768,-0.03070627
287.1399841,-0.030069359
286.9599915,-0.028846305
286.7799988,-0.029445486
286.5999756,-0.030670431
286.4199829,-0.030090887
286.2399902,-0.030053733
286.0599976,-0.030187506
285.8799744,-0.027035765
285.6999817,-0.029784104
285.519989,-0.028809244
285.3399963,-0.029076915
285.1600037,-0.02950385
284.9799805,-0.029242458
284.7999878,-0.030462453
284.6199951,-0.029367028
284.4400024,-0.029042751
284.2599792,-0.029271955
284.0799866,-0.030414253
283.8999939,-0.029588919
283.7200012,-0.029888187
283.539978,-0.028525494
283.3599854,-0.028845366
283.1799927,-0.028538367
283,-0.0277899
282.8199768,-0.028021675
282.6399841,-0.029091666
282.4599915,-0.02815884
282.2799988,-0.030460302
282.0999756,-0.030489422
281.9199829,-0.031192956
281.7399902,-0.029498391
281.5599976,-0.029111883
281.3799744,-0.02840988
281.1999817,-0.03290524
281.019989,-0.029479455
280.8399963,-0.02802797
280.6599731,-0.028712498
280.4799805,-0.028998332
280.2999878,-0.030595168
