

date,jdobs,filter,absmag,mag,emag,limmag,instrument,reducedby,refsys,issub 
"2013 Apr 03",2456385.88993,"r", 99.0, 99.0,99.0, 21.13,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 03",2456385.91987,"r", 99.0, 99.0,99.0, 21.60,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 03",2456385.91987,"r", 99.0, 99.0,99.0, 21.79,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Apr 03",2456385.91987,"r", 99.0, 99.0,99.0, 21.13,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 03",2456385.94979,"r", 99.0, 99.0,99.0, 21.55,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 03",2456385.94979,"r", 99.0, 99.0,99.0, 21.05,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 04",2456386.91339,"r", 99.0, 99.0,99.0, 19.97,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 04",2456386.91339,"r", 99.0, 99.0,99.0, 19.89,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 04",2456386.94301,"r", 99.0, 99.0,99.0, 19.33,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 04",2456386.94301,"r", 99.0, 99.0,99.0, 20.23,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Apr 04",2456386.9722,"r", 99.0, 99.0,99.0, 19.18,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 08",2456390.84986,"r", 99.0, 99.0,99.0, 21.15,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 08",2456390.84986,"r", 99.0, 99.0,99.0, 21.08,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 08",2456390.8789,"r", 99.0, 99.0,99.0, 21.06,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 08",2456390.8789,"r", 99.0, 99.0,99.0, 21.03,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 08",2456390.8789,"r", 99.0, 99.0,99.0, 21.74,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Apr 08",2456390.90788,"r", 99.0, 99.0,99.0, 20.80,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 08",2456390.90788,"r", 99.0, 99.0,99.0, 20.76,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 10",2456392.88094,"r", 99.0, 99.0,99.0, 20.92,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 10",2456392.88094,"r", 99.0, 99.0,99.0, 20.77,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 10",2456392.91104,"r", 99.0, 99.0,99.0, 20.93,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 10",2456392.91104,"r", 99.0, 99.0,99.0, 20.85,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 10",2456392.91104,"r", 99.0, 99.0,99.0, 21.48,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Apr 10",2456392.941,"r", 99.0, 99.0,99.0, 20.67,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 10",2456392.941,"r", 99.0, 99.0,99.0, 20.73,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 13",2456395.86089,"r", 99.0, 99.0,99.0, 21.35,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 13",2456395.86089,"r", 99.0, 99.0,99.0, 21.35,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 14",2456396.72787,"r", 99.0, 99.0,99.0, 21.32,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 14",2456396.72787,"r", 99.0, 99.0,99.0, 21.09,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 14",2456396.75786,"r", 99.0, 99.0,99.0, 21.31,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 14",2456396.75786,"r", 99.0, 99.0,99.0, 21.36,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 18",2456400.73602,"r", 99.0, 99.0,99.0, 21.02,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 18",2456400.73602,"r", 99.0, 99.0,99.0, 20.92,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 18",2456400.76605,"r", 99.0, 99.0,99.0, 21.16,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 18",2456400.79971,"r", 99.0, 99.0,99.0, 21.05,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 18",2456400.79971,"r", 99.0, 99.0,99.0, 21.08,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 19",2456401.74544,"r", 99.0, 99.0,99.0, 20.81,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 19",2456401.74544,"r", 99.0, 99.0,99.0, 20.73,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 19",2456401.77484,"r", 99.0, 99.0,99.0, 20.74,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 19",2456401.77484,"r", 99.0, 99.0,99.0, 21.49,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Apr 19",2456401.77484,"r", 99.0, 99.0,99.0, 20.77,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 19",2456401.81794,"r", 99.0, 99.0,99.0, 21.10,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 19",2456401.81794,"r", 99.0, 99.0,99.0, 20.83,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 20",2456402.74531,"r", 99.0, 99.0,99.0, 20.82,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 20",2456402.74531,"r", 99.0, 99.0,99.0, 20.74,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 20",2456402.78594,"r", 99.0, 99.0,99.0, 21.02,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 20",2456402.78594,"r", 99.0, 99.0,99.0, 20.88,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 20",2456402.81678,"r", 99.0, 99.0,99.0, 21.11,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 20",2456402.81678,"r", 99.0, 99.0,99.0, 20.85,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 21",2456403.7548,"r", 99.0, 99.0,99.0, 20.98,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 21",2456403.7548,"r", 99.0, 99.0,99.0, 20.68,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 21",2456403.79453,"r", 99.0, 99.0,99.0, 21.04,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 21",2456403.79453,"r", 99.0, 99.0,99.0, 21.40,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Apr 21",2456403.79453,"r", 99.0, 99.0,99.0, 20.65,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 21",2456403.82622,"r", 99.0, 99.0,99.0, 21.73,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 21",2456403.82622,"r", 99.0, 99.0,99.0, 20.79,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 22",2456404.7577,"r", 99.0, 99.0,99.0, 21.16,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 22",2456404.7577,"r", 99.0, 99.0,99.0, 20.41,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 22",2456404.79044,"r", 99.0, 99.0,99.0, 21.29,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 22",2456404.79044,"r", 99.0, 99.0,99.0, 21.10,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Apr 22",2456404.79044,"r", 99.0, 99.0,99.0, 20.44,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 22",2456404.82321,"r", 99.0, 99.0,99.0, 20.92,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 22",2456404.82321,"r", 99.0, 99.0,99.0, 20.37,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 30",2456412.75866,"r", 99.0, 99.0,99.0, 22.45,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 30",2456412.75866,"r", 99.0, 99.0,99.0, 21.50,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 30",2456412.78822,"r", 99.0, 99.0,99.0, 21.74,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 30",2456412.78822,"r", 99.0, 99.0,99.0, 22.03,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 Apr 30",2456412.78822,"r", 99.0, 99.0,99.0, 21.41,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Apr 30",2456412.81844,"r", 99.0, 99.0,99.0, 21.17,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Apr 30",2456412.81844,"r", 99.0, 99.0,99.0, 20.97,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 01",2456413.83545,"r", 99.0, 99.0,99.0, 21.47,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 01",2456413.83545,"r", 99.0, 99.0,99.0, 21.23,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 01",2456413.87287,"r", 99.0, 99.0,99.0, 21.01,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 01",2456413.87287,"r", 99.0, 99.0,99.0, 21.78,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2013 May 01",2456413.87287,"r", 99.0, 99.0,99.0, 21.07,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 01",2456413.90291,"r", 99.0, 99.0,99.0, 21.11,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 01",2456413.90291,"r", 99.0, 99.0,99.0, 20.92,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 02",2456414.81881,"r", 99.0, 99.0,99.0, 21.13,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 02",2456414.81881,"r", 99.0, 99.0,99.0, 21.18,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 03",2456415.73008,"r", 99.0, 99.0,99.0, 20.68,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 03",2456415.73008,"r", 99.0, 99.0,99.0, 20.75,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 04",2456416.65992,"r", 99.0, 99.0,99.0, 18.72,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 05",2456417.69911,"r", 99.0, 99.0,99.0, 21.11,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 05",2456417.69911,"r", 99.0, 99.0,99.0, 21.13,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 11",2456423.73618,"r", 99.0, 99.0,99.0, 21.23,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 11",2456423.73618,"r", 99.0, 99.0,99.0, 21.13,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 12",2456424.69566,"r", 99.0, 99.0,99.0, 21.51,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 12",2456424.69566,"r", 99.0, 99.0,99.0, 21.21,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 13",2456425.71446,"r", 99.0, 99.0,99.0, 21.26,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 13",2456425.71446,"r", 99.0, 99.0,99.0, 21.26,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 14",2456426.66814,"r", 99.0, 99.0,99.0, 20.96,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 14",2456426.66814,"r", 99.0, 99.0,99.0, 20.88,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 15",2456427.71083,"r", 99.0, 99.0,99.0, 21.17,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 15",2456427.71083,"r", 99.0, 99.0,99.0, 21.16,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 16",2456428.68022,"r", 99.0, 99.0,99.0, 21.19,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 16",2456428.68022,"r", 99.0, 99.0,99.0, 21.08,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 17",2456429.82961,"r", 99.0, 99.0,99.0, 21.51,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 17",2456429.82961,"r", 99.0, 99.0,99.0, 21.25,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 20",2456432.68985,"r", 99.0, 99.0,99.0, 20.93,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 20",2456432.68985,"r", 99.0, 99.0,99.0, 20.75,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 May 20",2456432.79506,"r", 99.0, 99.0,99.0, 21.28,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 May 20",2456432.79506,"r", 99.0, 99.0,99.0, 20.61,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 01",2456444.73808,"r", 99.0, 99.0,99.0, 21.83,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 01",2456444.73808,"r", 99.0, 99.0,99.0, 21.30,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 01",2456444.83595,"r", 99.0, 99.0,99.0, 20.82,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 01",2456444.83595,"r", 99.0, 99.0,99.0, 20.73,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 02",2456445.73734,"r", 99.0, 99.0,99.0, 21.79,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 02",2456445.73734,"r", 99.0, 99.0,99.0, 21.39,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 02",2456445.82975,"r", 99.0, 99.0,99.0, 21.12,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 02",2456445.82975,"r", 99.0, 99.0,99.0, 21.12,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 03",2456446.74589,"r", 99.0, 99.0,99.0, 21.83,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 03",2456446.74589,"r", 99.0, 99.0,99.0, 21.39,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 03",2456446.81044,"r", 99.0, 99.0,99.0, 21.21,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 03",2456446.81044,"r", 99.0, 99.0,99.0, 21.10,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 04",2456447.74911,"r", 99.0, 99.0,99.0, 21.93,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 04",2456447.74911,"r", 99.0, 99.0,99.0, 21.60,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 04",2456447.81456,"r", 99.0, 99.0,99.0, 21.73,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 04",2456447.81456,"r", 99.0, 99.0,99.0, 21.40,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 05",2456448.74509,"r", 99.0, 99.0,99.0, 21.28,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 05",2456448.74509,"r", 99.0, 99.0,99.0, 21.28,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 05",2456448.81595,"r", 99.0, 99.0,99.0, 20.97,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 05",2456448.81595,"r", 99.0, 99.0,99.0, 21.04,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 06",2456449.73149,"r", 99.0, 99.0,99.0, 22.06,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 06",2456449.73149,"r", 99.0, 99.0,99.0, 21.57,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 06",2456449.79983,"r", 99.0, 99.0,99.0, 21.81,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 06",2456449.79983,"r", 99.0, 99.0,99.0, 21.42,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 07",2456450.70149,"r", 99.0, 99.0,99.0, 21.82,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 07",2456450.70149,"r", 99.0, 99.0,99.0, 21.46,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 07",2456450.80721,"r", 99.0, 99.0,99.0, 21.19,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 07",2456450.80721,"r", 99.0, 99.0,99.0, 21.27,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 08",2456451.73485,"r", 99.0, 99.0,99.0, 21.77,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 08",2456451.73485,"r", 99.0, 99.0,99.0, 21.36,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 08",2456451.80059,"r", 99.0, 99.0,99.0, 21.37,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 08",2456451.80059,"r", 99.0, 99.0,99.0, 21.18,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 09",2456452.73389,"r", 99.0, 99.0,99.0, 21.52,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 09",2456452.73389,"r", 99.0, 99.0,99.0, 21.30,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 09",2456452.80647,"r", 99.0, 99.0,99.0, 21.21,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 09",2456452.80647,"r", 99.0, 99.0,99.0, 21.19,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 10",2456453.73546,"r", 99.0, 99.0,99.0, 21.71,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 10",2456453.73546,"r", 99.0, 99.0,99.0, 21.31,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 10",2456453.80122,"r", 99.0, 99.0,99.0, 21.28,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 10",2456453.80122,"r", 99.0, 99.0,99.0, -99.00,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 11",2456454.73498,"r", 99.0, 99.0,99.0, 21.13,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 11",2456454.73498,"r", 99.0, 99.0,99.0, 21.17,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 11",2456454.80051,"r", 99.0, 99.0,99.0, 21.15,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 11",2456454.80051,"r", 99.0, 99.0,99.0, 20.92,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 12",2456455.72347,"r", 99.0, 99.0,99.0, 20.71,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 12",2456455.72347,"r", 99.0, 99.0,99.0, 20.14,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 13",2456456.7289,"r", 99.0, 99.0,99.0, 22.02,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 13",2456456.7289,"r", 99.0, 99.0,99.0, 21.46,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 13",2456456.80551,"r", 99.0, 99.0,99.0, 21.25,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 13",2456456.80551,"r", 99.0, 99.0,99.0, 21.13,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 14",2456457.72853,"r", 99.0, 99.0,99.0, 21.38,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 14",2456457.72853,"r", 99.0, 99.0,99.0, 21.25,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 14",2456457.79426,"r", 99.0, 99.0,99.0, 21.24,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 14",2456457.79426,"r", 99.0, 99.0,99.0, 21.04,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 15",2456458.72949,"r", 99.0, 99.0,99.0, 21.76,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 15",2456458.72949,"r", 99.0, 99.0,99.0, 21.30,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 15",2456458.79435,"r", 99.0, 99.0,99.0, 21.55,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 15",2456458.79435,"r", 99.0, 99.0,99.0, 21.15,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 16",2456459.72597,"r", 99.0, 99.0,99.0, 21.32,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 16",2456459.72597,"r", 99.0, 99.0,99.0, 21.08,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 16",2456459.7969,"r", 99.0, 99.0,99.0, 20.86,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 16",2456459.7969,"r", 99.0, 99.0,99.0, 20.81,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 20",2456463.72212,"r", 99.0, 99.0,99.0, 21.08,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 20",2456463.72212,"r", 99.0, 99.0,99.0, 20.58,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2013 Jun 20",2456463.76712,"r", 99.0, 99.0,99.0, 20.84,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2013 Jun 20",2456463.76712,"r", 99.0, 99.0,99.0, 20.32,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Mar 21",2456737.97163,"r", 99.0, 99.0,99.0, 20.82,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Mar 21",2456737.97163,"r", 99.0, 99.0,99.0, 20.56,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Mar 21",2456738.00556,"r", 99.0, 99.0,99.0, 20.43,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Mar 21",2456738.00556,"r", 99.0, 99.0,99.0, 20.26,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Mar 22",2456738.96941,"r", 99.0, 99.0,99.0, 21.12,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Mar 22",2456738.96941,"r", 99.0, 99.0,99.0, 20.79,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Mar 23",2456739.74469,"r", 99.0, 99.0,99.0, 21.40,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Mar 23",2456739.74469,"r", 99.0, 99.0,99.0, 21.12,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Mar 23",2456739.85006,"r", 99.0, 99.0,99.0, 21.57,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Mar 23",2456739.85006,"r", 99.0, 99.0,99.0, 21.14,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Mar 29",2456745.95161,"r", 99.0, 99.0,99.0, 20.98,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Mar 29",2456745.95161,"r", 99.0, 99.0,99.0, 21.06,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Mar 29",2456745.98544,"r", 99.0, 99.0,99.0, 21.31,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Mar 29",2456745.98544,"r", 99.0, 99.0,99.0, 20.98,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 07",2456754.93737,"r", 99.0, 99.0,99.0, 20.40,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 07",2456754.93737,"r", 99.0, 99.0,99.0, 20.60,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 07",2456754.97087,"r", 99.0, 99.0,99.0, 20.56,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 07",2456754.97087,"r", 99.0, 99.0,99.0, 20.38,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 09",2456756.93588,"r", 99.0, 99.0,99.0, 20.41,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 09",2456756.93588,"r", 99.0, 99.0,99.0, 20.33,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 09",2456756.96877,"r", 99.0, 99.0,99.0, 19.75,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 09",2456756.96877,"r", 99.0, 99.0,99.0, 19.52,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 09",2456757.44524,"r", 99.0, 99.0,99.0, 21.22,"P48+CFH12k","Cao LBNL coadd pipeline","IPAC",t
"2014 Apr 10",2456757.9217,"r", 99.0, 99.0,99.0, 20.90,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 10",2456757.9217,"r", 99.0, 99.0,99.0, 20.62,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 10",2456757.9542,"r", 99.0, 99.0,99.0, 20.59,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 10",2456757.9542,"r", 99.0, 99.0,99.0, 20.60,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 12",2456759.89256,"r", 99.0, 99.0,99.0, 20.09,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 12",2456759.89256,"r", 99.0, 99.0,99.0, 19.91,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 12",2456759.92579,"r", 99.0, 99.0,99.0, 19.95,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 12",2456759.92579,"r", 99.0, 99.0,99.0, 19.82,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 16",2456763.90258,"r", 99.0, 99.0,99.0, 20.05,"P48+CFH12k","PTFIDE pipeline","IPAC",t
"2014 Apr 16",2456763.90258,"r", 99.0, 99.0,99.0, 19.74,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
"2014 Apr 16",2456763.93623,"r", 99.0, 99.0,99.0, 19.55,"P48+CFH12k","Nugent LBNL pipeline v2","IPAC",t
