

date,jdobs,filter,absmag,mag,emag,limmag,instrument,reducedby,refsys,issub 
"2016 Jun 16",2457555.60844,"V", -16.66, 18.30,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 16",2457555.61046,"g", -16.15, 18.81,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 16",2457555.61323,"g", -16.21, 18.75,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 16",2457555.61615,"r", -16.93, 18.03,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 16",2457555.618,"r", -16.95, 18.02,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 16",2457555.62,"i", -16.74, 18.22,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 16",2457555.62184,"i", -16.76, 18.20,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 18",2457557.61057,"B", -15.82, 19.14,0.14, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 18",2457557.61334,"B", -15.49, 19.47,0.16, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 18",2457557.61626,"V", -16.56, 18.40,0.07, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 18",2457557.61811,"V", -16.48, 18.49,0.07, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 18",2457557.62014,"g", -16.19, 18.78,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 18",2457557.62291,"g", -16.09, 18.87,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 18",2457557.62586,"r", -16.84, 18.12,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 18",2457557.62771,"r", -16.84, 18.12,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 18",2457557.6297,"i", -16.59, 18.37,0.09, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 18",2457557.63154,"i", -16.65, 18.32,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 20",2457559.77699,"i", 99.0, 99.0,99.0, 19.70,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jun 20",2457559.77899,"g", -16.04, 18.92,0.09, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jun 20",2457559.781,"u", 99.0, 99.0,99.0, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jun 20",2457559.78399,"r", -16.82, 18.14,0.03, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jun 24",2457563.73909,"B", -15.80, 19.17,0.09, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 24",2457563.74187,"B", -15.85, 19.11,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 24",2457563.74487,"V", -16.47, 18.49,0.07, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 24",2457563.74675,"V", -16.45, 18.51,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 24",2457563.74883,"g", -16.10, 18.87,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 24",2457563.75161,"g", -16.07, 18.89,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 24",2457563.75462,"r", -16.63, 18.33,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 24",2457563.75648,"r", -16.78, 18.18,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 24",2457563.7585,"i", -16.40, 18.56,0.07, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 24",2457563.76037,"i", -16.43, 18.54,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 29",2457569.46044,"B", -15.55, 19.42,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 29",2457569.46321,"B", -15.51, 19.45,0.07, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 29",2457569.46613,"V", -16.24, 18.72,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 29",2457569.46797,"V", -16.35, 18.62,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 29",2457569.46999,"g", -16.02, 18.94,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 29",2457569.47277,"g", -15.98, 18.99,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 30",2457569.50315,"B", -15.62, 19.34,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 30",2457569.50594,"B", -15.59, 19.38,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 30",2457569.50884,"V", -16.30, 18.66,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 30",2457569.51069,"V", -16.27, 18.70,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 30",2457569.51272,"g", -16.00, 18.97,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 30",2457569.5155,"g", -15.99, 18.98,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 30",2457569.51841,"r", -16.54, 18.42,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 30",2457569.52027,"r", -16.59, 18.37,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 30",2457569.52225,"i", -16.19, 18.77,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jun 30",2457569.52409,"i", -16.19, 18.78,0.05, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 05",2457574.75699,"r", 99.0, 99.0,99.0, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 05",2457574.75899,"i", 99.0, 99.0,99.0, 20.50,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 05",2457574.761,"g", -16.05, 18.92,0.40, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 07",2457576.56292,"B", -15.47, 19.50,0.14, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 07",2457576.56568,"B", -15.51, 19.45,0.09, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 07",2457576.56865,"V", -16.21, 18.75,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 07",2457576.57049,"V", -16.14, 18.83,0.13, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 07",2457576.57252,"g", -15.74, 19.22,0.21, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 07",2457576.57529,"g", -15.90, 19.06,0.10, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 07",2457576.58209,"i", -14.02, 20.94,0.35, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 07",2457576.58394,"i", -14.08, 20.89,0.28, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 11",2457580.74,"r", -16.14, 18.83,0.03, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 11",2457580.74199,"i", -15.70, 19.27,0.07, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 11",2457580.74399,"g", -15.71, 19.26,0.06, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 12",2457581.745,"r", -16.23, 18.73,0.03, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 12",2457581.74699,"i", -15.85, 19.11,0.06, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 12",2457581.74899,"g", -15.68, 19.28,0.06, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 14",2457583.6677,"B", -15.31, 19.65,0.11, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 14",2457583.67049,"B", -15.35, 19.62,0.10, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 14",2457583.67348,"V", -16.12, 18.85,0.09, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 14",2457583.67535,"V", -16.10, 18.86,0.09, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 14",2457583.67744,"g", -15.85, 19.12,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 14",2457583.68024,"g", -15.87, 19.09,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 14",2457583.68329,"r", -16.16, 18.81,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 14",2457583.68515,"r", -16.09, 18.87,0.07, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 14",2457583.68719,"i", -15.77, 19.19,0.13, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 14",2457583.68905,"i", -15.82, 19.15,0.11, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 18",2457587.77699,"r", -16.10, 18.86,0.06, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 18",2457587.77899,"i", -15.51, 19.46,0.09, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 18",2457587.78,"g", 99.0, 99.0,99.0, 99.00,"P60+SED-Machine","Fremling Automated Pipeline SEDM","SDSS",t
"2016 Jul 21",2457590.51766,"B", -15.29, 19.68,0.15, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 21",2457590.52044,"B", -14.93, 20.03,0.16, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 21",2457590.52336,"V", -15.90, 19.06,0.09, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 21",2457590.52521,"V", -15.76, 19.20,0.12, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 21",2457590.52721,"g", -15.47, 19.49,0.10, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 21",2457590.52999,"g", -15.66, 19.30,0.06, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 21",2457590.53295,"r", -15.95, 19.02,0.07, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 21",2457590.53485,"r", -15.90, 19.07,0.10, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 21",2457590.53684,"i", -15.57, 19.39,0.18, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 21",2457590.53869,"i", -15.60, 19.37,0.21, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 28",2457597.50583,"B", -15.09, 19.87,0.11, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 28",2457597.50976,"B", -15.34, 19.63,0.11, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 28",2457597.51383,"V", -15.32, 19.64,0.12, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 28",2457597.51662,"V", -15.55, 19.42,0.13, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 28",2457597.6395,"g", -15.63, 19.33,0.02, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 28",2457597.64344,"g", -15.57, 19.39,0.03, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 28",2457597.64758,"r", -15.72, 19.25,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 28",2457597.65039,"r", -15.78, 19.19,0.04, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 28",2457597.65334,"i", -15.39, 19.58,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Jul 28",2457597.65613,"i", -15.28, 19.68,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 10",2457611.48288,"g", -15.53, 19.43,0.10, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 10",2457611.49365,"r", -17.33, 17.63,0.38, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 10",2457611.49935,"i", -17.16, 17.80,0.27, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 12",2457613.46596,"g", -15.42, 19.54,0.10, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 12",2457613.46991,"g", -15.43, 19.53,0.08, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 12",2457613.47398,"r", -15.40, 19.56,0.10, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 12",2457613.47675,"r", -15.47, 19.50,0.09, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 12",2457613.47968,"i", -15.06, 19.91,0.17, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 12",2457613.48247,"i", -15.18, 19.79,0.14, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 17",2457618.46755,"B", -15.47, 19.49,0.26, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 17",2457618.47147,"B", -14.88, 20.09,0.43, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 17",2457618.47559,"V", -15.52, 19.45,0.23, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 17",2457618.47836,"V", -15.75, 19.22,0.19, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 18",2457619.46788,"B", -14.95, 20.02,0.34, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 18",2457619.47181,"B", -15.13, 19.83,0.24, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 18",2457619.47588,"V", -15.30, 19.66,0.24, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 18",2457619.47865,"V", -15.52, 19.44,0.20, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 19",2457620.46826,"g", -14.93, 20.03,0.24, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 19",2457620.47219,"g", -15.13, 19.84,0.12, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 19",2457620.47626,"r", -15.10, 19.86,0.16, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 19",2457620.47904,"r", -15.08, 19.88,0.12, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 19",2457620.48197,"i", -15.06, 19.90,0.16, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
"2016 Aug 19",2457620.48473,"i", -15.01, 19.95,0.18, 99.00,"LCOGT1m+Sinistro","LCOGT Valenti Pipeline","None",f
